MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Foundation,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,GarageType,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Condition1,SalePrice
RM,48.14928032455769,13532,Veenker,Duplex,2Story,6,1,1938,1963,VinylSd,CBlock,1458.0,Gd,Y,1241,550,1760,2,0,3,1,Fa,1,Attchd,2,451.0,100,21,1,300,0,4,2018,New,Normal,Norm,550944
FV,98.54098916478416,11152,Somerst,1Fam,1Story,5,7,2021,2021,CemntBd,BrkTil,1019.0,Fa,Y,1270,1000,1496,2,0,3,1,TA,0,Attchd,2,531.0,11,30,8,300,0,7,2017,Con,Normal,Norm,631919
FV,,14394,MeadowV,1Fam,2Story,5,4,2014,2014,CemntBd,CBlock,1171.0,TA,Y,568,600,1705,2,0,3,1,Ex,0,Detchd,2,489.0,117,62,14,350,0,1,2012,WD,Normal,Norm,696522
FV,,8263,Somerst,1Fam,2Story,7,9,1969,1983,MetalSd,PConc,446.0,TA,Y,1651,650,1332,2,0,4,1,Gd,0,Detchd,1,263.0,1,46,30,0,2000,1,2017,WD,Normal,Norm,608361
RH,82.50416519199808,10930,NAmes,1Fam,1Story,6,9,2017,2017,Plywood,PConc,796.0,TA,Y,742,1200,2391,2,1,4,1,Ex,1,Detchd,2,391.0,0,24,1,0,0,9,2022,COD,Normal,Norm,656652
RL,53.59611106838253,7909,Mitchel,1Fam,1Story,8,6,1928,1955,BrkFace,Slab,677.0,Ex,Y,1558,550,872,2,0,5,1,TA,1,Detchd,1,211.0,22,0,29,0,0,10,2022,WD,Normal,PosA,636935
C (all),,12091,StoneBr,Duplex,1.5Fin,8,1,2022,2022,CemntBd,CBlock,431.0,Ex,Y,1406,300,2004,2,1,3,1,Gd,2,Attchd,1,211.0,10,43,2,0,0,9,2020,WD,Normal,Norm,449141
RL,71.51456716136822,7892,StoneBr,1Fam,2Story,10,2,1955,1955,Wd Sdng,BrkTil,1035.0,Gd,Y,1273,500,2047,2,0,5,1,TA,1,Detchd,1,241.0,28,66,5,0,0,3,2016,WD,Normal,Norm,556361
RL,79.21701692599339,7752,Timber,Twnhs,2Story,8,3,1959,1959,BrkFace,BrkTil,327.0,Fa,Y,843,1650,1159,2,0,3,1,Ex,0,Attchd,1,251.0,174,86,22,500,0,11,2006,WD,Normal,Feedr,503873
RL,64.64785983961748,12153,MeadowV,Duplex,1Story,6,4,1906,1956,VinylSd,PConc,603.0,Ex,Y,1145,500,2391,2,0,3,1,TA,1,Detchd,1,225.0,265,31,55,650,4000,3,2015,WD,Normal,Norm,634142
RL,83.17440574034181,9949,NAmes,Duplex,2Story,5,4,1922,1961,HdBoard,BrkTil,838.0,Gd,Y,958,650,1898,2,0,4,1,Gd,1,Attchd,2,,15,2,0,0,0,11,2020,WD,Partial,Norm,662381
RL,101.57585479699725,2789,CollgCr,TwnhsE,1Story,3,7,1924,1975,MetalSd,PConc,750.0,TA,Y,1108,1150,1888,2,1,3,1,TA,0,Detchd,2,394.0,62,19,44,0,0,4,2021,WD,Normal,Feedr,502522
RL,67.37428124753572,4677,CollgCr,1Fam,2Story,6,6,1960,2019,MetalSd,PConc,1118.0,Gd,Y,1025,0,1511,1,0,3,1,TA,3,Attchd,1,255.0,106,7,4,0,0,6,2019,COD,Normal,Norm,533041
RL,104.59425581498473,5910,BrkSide,1Fam,2Story,2,3,1923,2017,Plywood,CBlock,1091.0,Fa,Y,488,500,1413,2,1,3,1,TA,2,Attchd,3,781.0,11,6,15,0,0,12,2023,WD,Partial,Norm,689699
RM,57.768083832417645,6968,Edwards,1Fam,2Story,10,9,1912,1957,CemntBd,BrkTil,1268.0,Fa,N,1436,350,1416,2,1,3,1,Gd,0,Attchd,2,494.0,29,67,7,0,0,5,2015,COD,Partial,Norm,566302
RL,85.2819207870342,12157,Crawfor,1Fam,SFoyer,9,9,1975,2023,VinylSd,CBlock,1225.0,Ex,Y,1075,1650,1656,1,0,4,1,Gd,1,Detchd,3,676.0,66,0,14,650,0,9,2007,WD,Abnorml,Norm,629339
RL,79.782286724861,11375,NridgHt,1Fam,1Story,2,6,2008,2008,HdBoard,PConc,1342.0,TA,Y,954,1650,2060,2,1,2,1,Ex,0,Detchd,2,497.0,1,11,16,500,0,8,2014,WD,Normal,Norm,653496
RM,48.628358546352615,14761,ClearCr,Duplex,2Story,8,2,1908,1990,CemntBd,CBlock,999.0,Ex,Y,931,1350,1572,1,2,4,1,Gd,2,Attchd,0,0.0,51,5,20,0,0,1,2011,Con,Normal,Feedr,673605
FV,74.27619409274664,13511,Timber,Duplex,2Story,2,9,1969,2008,Wd Sdng,CBlock,1091.0,Gd,Y,1207,450,1135,1,0,3,1,Gd,1,Attchd,3,683.0,12,56,0,0,0,10,2021,WD,Normal,Feedr,433848
RM,,14787,NAmes,1Fam,2Story,8,7,2019,2019,MetalSd,CBlock,1153.0,TA,Y,831,1100,1829,2,2,3,1,Gd,0,Attchd,3,696.0,42,120,14,0,0,5,2019,WD,Partial,Norm,699069
RL,52.9361564744631,12933,NAmes,1Fam,2Story,1,2,1950,1969,Wd Sdng,PConc,1042.0,Ex,Y,423,1200,1868,2,0,4,1,TA,1,Detchd,2,333.0,0,13,6,0,0,6,2013,WD,Normal,Norm,526398
C (all),,11338,Veenker,1Fam,SFoyer,5,2,1922,1989,Plywood,PConc,880.0,Fa,Y,1222,1550,1761,2,1,3,2,Gd,1,Attchd,2,477.0,36,18,9,0,0,4,2012,WD,Normal,PosN,501308
RH,72.92579092217035,14897,CollgCr,2fmCon,2Story,7,3,1909,2003,Plywood,CBlock,900.0,Po,Y,1255,300,1798,1,0,5,1,Gd,0,Detchd,2,340.0,6,7,43,0,0,12,2008,New,Normal,Artery,558396
RL,68.54826105385567,14177,NWAmes,Twnhs,1Story,8,6,2016,2016,CemntBd,PConc,754.0,TA,Y,1040,1300,1391,2,1,5,1,Gd,1,Detchd,2,405.0,108,56,20,0,0,7,2006,COD,Normal,Norm,488134
RL,68.6284506188263,12004,Timber,1Fam,1Story,5,8,1950,1962,BrkFace,BrkTil,1126.0,Gd,Y,755,350,1128,1,1,3,1,Fa,1,BuiltIn,2,443.0,28,66,8,0,4000,8,2011,WD,Normal,Artery,454076
RL,,15584,CollgCr,1Fam,SLvl,10,2,1913,2019,CemntBd,PConc,971.0,Gd,Y,1126,1000,1152,3,2,3,2,TA,1,Attchd,2,381.0,16,36,13,0,1000,7,2010,WD,Normal,Artery,519468
RH,62.64600757507345,1300,Edwards,TwnhsE,1Story,8,1,2007,2007,VinylSd,CBlock,801.0,Gd,Y,660,1550,845,1,2,2,1,TA,1,BuiltIn,1,223.0,52,10,27,200,0,4,2010,WD,Normal,Norm,559611
FV,72.79668190029963,9338,Somerst,1Fam,2Story,3,7,1999,2010,MetalSd,BrkTil,801.0,Ex,Y,791,0,1594,2,0,4,1,Ex,0,Attchd,1,222.0,125,7,35,0,0,8,2023,Oth,Normal,Norm,635027
RH,57.12171575272439,9276,Veenker,Duplex,SLvl,7,5,1987,1987,Wd Sdng,CBlock,636.0,Ex,Y,874,300,1466,1,1,2,1,Gd,0,Detchd,1,187.0,2,38,6,300,0,10,2018,WD,Normal,PosN,603519
C (all),123.1361898294,15110,Veenker,1Fam,1.5Fin,8,1,1910,1954,Plywood,CBlock,,Ex,Y,1353,1450,1324,1,0,5,2,Gd,1,Detchd,1,242.0,32,83,1,650,0,2,2015,WD,Normal,Norm,494243
RM,41.813335090693684,16785,IDOTRR,1Fam,1Story,4,5,1910,2023,BrkFace,PConc,1023.0,TA,Y,991,0,400,2,0,5,1,Gd,0,CarPort,2,378.0,70,294,17,0,0,2,2009,WD,Normal,Norm,507406
RL,58.30527845531082,4699,CollgCr,1Fam,2Story,8,1,1927,1993,Wd Sdng,PConc,741.0,Ex,Y,965,1200,1001,2,0,2,1,Gd,1,Attchd,3,934.0,31,67,7,0,2000,2,2021,WD,Normal,PosN,520511
RL,59.88515790846119,16144,NridgHt,Duplex,1Story,9,9,1919,1965,MetalSd,CBlock,1242.0,Gd,Y,1686,900,1948,3,1,4,1,TA,2,Detchd,1,215.0,164,46,1,0,2000,12,2017,WD,Normal,Artery,709841
RL,110.80986828649074,5814,StoneBr,1Fam,SLvl,9,8,1965,1965,BrkFace,BrkTil,831.0,TA,Y,1205,650,1234,2,1,3,1,TA,1,Detchd,2,346.0,87,15,15,0,0,7,2015,WD,Normal,Norm,481893
RL,43.597307000450016,5935,NAmes,Duplex,2Story,8,5,1948,1959,CemntBd,CBlock,578.0,Ex,Y,1201,1550,1644,2,0,3,1,Gd,1,None,1,180.0,335,26,2,0,0,5,2014,WD,Normal,Norm,663302
RL,78.5184459597222,9562,NWAmes,TwnhsE,2Story,7,8,1994,1994,Wd Sdng,PConc,1306.0,Gd,Y,989,1500,943,1,2,2,1,TA,1,Attchd,2,531.0,40,58,2,0,0,3,2015,WD,Normal,Artery,513204
RL,74.9678813009308,9227,Gilbert,Duplex,1Story,3,9,1912,2018,BrkFace,PConc,838.0,Ex,Y,921,600,2075,2,1,4,1,TA,2,Detchd,2,407.0,190,208,23,0,0,9,2021,WD,Normal,Norm,456183
FV,76.67204609349096,4266,Veenker,TwnhsE,1Story,8,1,1990,1990,MetalSd,BrkTil,877.0,Ex,Y,444,0,1442,2,0,2,1,Gd,2,Attchd,2,330.0,21,34,11,0,0,7,2018,WD,Family,Norm,554748
RL,94.7268632522188,13099,Mitchel,TwnhsE,2Story,4,6,2015,2015,HdBoard,CBlock,1012.0,Ex,Y,1390,0,1616,3,0,4,1,TA,0,BuiltIn,3,762.0,138,22,10,600,0,8,2014,WD,Normal,Artery,599096
FV,,13217,NoRidge,Duplex,2Story,6,2,1916,2011,VinylSd,PConc,1342.0,Ex,Y,1234,0,2430,2,1,3,1,Ex,1,Detchd,3,610.0,17,28,4,0,0,9,2018,WD,Normal,Feedr,617154
RH,60.98086346959765,14716,CollgCr,1Fam,2Story,4,3,1980,2015,VinylSd,CBlock,,Gd,Y,1046,1750,2106,2,1,4,1,Gd,0,Detchd,2,492.0,172,21,17,0,0,2,2022,WD,Normal,Norm,539882
RL,73.88034898987982,8766,ClearCr,Duplex,SLvl,4,6,1963,1965,BrkFace,PConc,640.0,Ex,Y,1058,1050,1377,2,0,4,1,Ex,0,Attchd,2,514.0,45,21,11,0,0,9,2011,COD,Abnorml,Norm,607942
RL,32.717959356957124,10341,Mitchel,Twnhs,1Story,2,2,1911,1998,VinylSd,PConc,1163.0,Gd,Y,1320,1200,1262,1,0,4,1,Ex,0,Detchd,2,461.0,42,12,11,0,0,9,2022,WD,Normal,Feedr,576524
RL,71.98186017043858,10378,Veenker,1Fam,1Story,10,9,1936,1989,CemntBd,BrkTil,854.0,TA,Y,633,450,1369,2,0,3,1,TA,1,Detchd,2,631.0,37,20,3,0,0,4,2016,WD,Abnorml,Norm,542661
RH,54.12021144336162,17251,StoneBr,1Fam,2Story,2,5,1997,1997,VinylSd,CBlock,1566.0,TA,Y,923,1500,1703,2,0,3,2,TA,1,Attchd,2,302.0,86,34,51,0,0,4,2009,WD,Normal,Norm,556488
RM,66.27235148078967,1300,ClearCr,1Fam,2Story,1,8,2007,2007,HdBoard,PConc,999.0,Gd,Y,759,1300,1457,2,0,3,1,Gd,2,BuiltIn,2,374.0,52,32,17,0,0,8,2023,WD,Normal,Artery,512695
RL,36.2925627036661,6672,Mitchel,Duplex,2Story,10,1,1945,2005,MetalSd,BrkTil,329.0,Fa,Y,1631,1350,1341,2,0,3,1,Fa,0,Attchd,1,209.0,265,20,3,0,0,5,2018,WD,Abnorml,Feedr,667236
RM,78.09744573438151,10522,BrkSide,Twnhs,1Story,6,8,1913,2015,HdBoard,Slab,1107.0,TA,Y,1362,850,2086,2,0,5,2,Ex,0,Attchd,1,310.0,58,39,8,0,0,12,2012,WD,Normal,Norm,734174
FV,,6157,IDOTRR,1Fam,1Story,5,4,1930,2003,VinylSd,BrkTil,1583.0,TA,Y,439,1250,1454,1,1,3,1,Fa,0,Detchd,0,0.0,293,13,32,0,0,2,2009,WD,Normal,Norm,610485
RL,72.96569213583173,9466,BrkSide,Twnhs,2Story,8,7,2004,2016,BrkFace,CBlock,1472.0,Gd,Y,645,1000,2419,2,0,3,1,Gd,0,Attchd,2,543.0,44,5,34,0,0,3,2022,WD,Partial,Norm,727378
RM,45.46988813954901,9995,Edwards,1Fam,SLvl,4,5,1970,1970,MetalSd,Slab,1549.0,Ex,Y,1060,700,1536,2,0,4,2,Gd,0,Detchd,2,376.0,18,11,10,0,0,10,2020,WD,Family,Norm,528844
RL,53.007179297282306,7869,Mitchel,1Fam,1.5Fin,2,6,1953,1998,MetalSd,PConc,694.0,Gd,Y,958,1050,2214,2,0,3,2,Ex,3,Attchd,0,0.0,90,25,53,0,0,9,2006,WD,Normal,PosA,665084
RL,93.09464205090325,10757,Timber,TwnhsE,2Story,8,6,1901,2023,CemntBd,BrkTil,1273.0,Gd,Y,702,600,1642,1,2,4,1,Gd,0,Detchd,2,373.0,41,33,13,0,0,11,2017,Con,Normal,Norm,568502
RH,81.75835891827244,13012,NAmes,Twnhs,2Story,2,5,1997,1997,BrkFace,PConc,783.0,Po,Y,1683,1700,1885,2,0,3,2,Gd,1,Attchd,2,377.0,59,15,7,0,0,1,2008,COD,Normal,Norm,583598
RL,92.98406275341085,9554,CollgCr,1Fam,1.5Fin,6,4,1957,2019,MetalSd,PConc,1067.0,Fa,Y,1193,1300,1210,1,0,2,1,TA,0,Detchd,2,559.0,54,66,3,650,0,2,2011,WD,Normal,Norm,459653
FV,101.19454265002581,8687,SawyerW,Twnhs,1.5Fin,10,9,1967,1975,Wd Sdng,PConc,618.0,Ex,Y,1242,1300,1158,1,0,3,1,Gd,1,Detchd,0,0.0,180,29,9,550,0,11,2016,WD,Abnorml,Norm,620853
RM,54.5432258572047,9836,CollgCr,TwnhsE,1Story,10,9,2004,2016,Wd Sdng,PConc,806.0,Fa,Y,892,1300,1683,2,1,3,1,Gd,2,Detchd,0,0.0,71,71,43,0,0,10,2010,WD,Normal,Norm,662055
RL,99.97943324881743,10470,Timber,TwnhsE,1Story,4,6,1969,2019,HdBoard,CBlock,797.0,TA,Y,1316,800,1895,1,0,5,1,Gd,2,Attchd,2,501.0,21,69,35,0,0,10,2015,Con,Normal,Norm,458592
RM,40.689886876421966,3538,ClearCr,TwnhsE,SLvl,8,2,2015,2015,VinylSd,BrkTil,1269.0,TA,Y,985,1700,1516,2,0,3,1,Gd,0,Detchd,2,306.0,58,77,34,200,0,11,2013,WD,Normal,Norm,638726
RL,84.92200669089806,12346,NoRidge,1Fam,SLvl,7,1,1969,2002,BrkFace,PConc,1240.0,Fa,Y,1014,400,985,1,1,2,1,TA,2,Attchd,2,444.0,67,38,3,700,0,3,2016,WD,Normal,Feedr,563447
RL,60.13324570800057,8695,NridgHt,1Fam,2Story,5,9,1942,1988,Plywood,BrkTil,,Gd,Y,1283,1000,955,1,1,3,1,TA,0,Attchd,2,352.0,64,66,17,0,0,2,2020,Oth,Normal,Feedr,576045
RL,51.39399714721367,15546,NWAmes,1Fam,1Story,2,2,2014,2014,Plywood,CBlock,594.0,Gd,Y,611,0,929,1,0,3,1,Ex,1,Attchd,3,624.0,117,179,31,0,0,4,2008,WD,Normal,Norm,423211
RH,82.28939734608885,12864,Veenker,1Fam,1.5Fin,4,7,1979,1989,MetalSd,PConc,906.0,TA,Y,1579,550,792,2,0,3,1,TA,0,Attchd,2,393.0,1,51,36,0,0,12,2020,COD,Normal,Norm,485780
RH,88.89903050338427,15180,IDOTRR,1Fam,1Story,7,7,1994,2021,Plywood,CBlock,776.0,Ex,Y,1154,1050,1543,1,2,3,1,Gd,1,BuiltIn,2,388.0,2,2,11,0,0,7,2010,WD,Normal,Norm,744829
RL,88.3053677329309,6455,CollgCr,1Fam,1Story,10,8,1928,1951,VinylSd,PConc,1260.0,TA,N,1484,900,1950,1,2,3,1,Gd,1,Attchd,3,687.0,89,8,16,450,0,1,2006,WD,Abnorml,Norm,543551
RL,74.29719777789585,9014,CollgCr,1Fam,2Story,1,3,1983,1983,VinylSd,PConc,1353.0,TA,Y,777,1650,1494,2,1,4,1,Ex,1,Detchd,1,228.0,2,83,0,0,0,9,2014,WD,Normal,Artery,440418
C (all),,5530,Timber,1Fam,2Story,8,6,1969,1986,BrkFace,CBlock,1316.0,TA,Y,823,1100,595,2,1,3,1,TA,1,Detchd,2,422.0,283,10,28,200,0,11,2011,COD,Partial,Feedr,477688
RM,80.53733171399804,7679,Somerst,1Fam,1Story,9,5,1913,1975,HdBoard,BrkTil,773.0,Ex,N,751,750,1423,2,1,4,1,TA,0,Attchd,0,0.0,135,6,22,0,0,2,2009,WD,Normal,Norm,647562
RL,76.07528151034381,15508,StoneBr,1Fam,2Story,10,2,1931,1996,CemntBd,PConc,178.0,TA,Y,1175,750,1434,1,2,3,1,Ex,2,Attchd,2,370.0,151,30,27,0,0,7,2013,WD,Partial,Norm,520856
RL,80.8271167917196,16449,NAmes,1Fam,2Story,5,7,2013,2013,HdBoard,PConc,469.0,Ex,Y,1119,1100,2338,2,0,4,2,Gd,0,Attchd,1,247.0,4,61,1,650,0,9,2021,New,Normal,Norm,692102
RL,74.07998922221428,5907,NridgHt,1Fam,1Story,2,7,1970,1998,Plywood,CBlock,1426.0,TA,Y,960,1400,917,2,2,3,1,Gd,0,Attchd,2,423.0,103,19,53,0,0,12,2016,WD,Normal,Norm,441826
RL,86.85567649012728,8666,BrkSide,1Fam,1Story,3,5,1996,1996,Plywood,CBlock,879.0,Gd,Y,795,500,1343,2,1,3,1,TA,0,Attchd,2,401.0,43,25,5,0,0,8,2019,WD,Family,Norm,622055
RL,37.455843868991444,10195,OldTown,TwnhsE,2Story,9,8,1921,1974,CemntBd,BrkTil,774.0,TA,Y,720,1050,2182,1,1,3,1,Gd,0,BuiltIn,0,0.0,59,14,8,0,0,5,2008,WD,Normal,Norm,533745
RM,67.37453049827228,12842,Mitchel,2fmCon,SLvl,9,6,1927,2001,BrkFace,CBlock,1492.0,TA,Y,1085,1050,1679,1,0,2,1,Ex,0,None,1,210.0,138,47,13,0,0,11,2007,WD,Normal,Norm,793909
RM,42.32307012308828,3460,MeadowV,1Fam,SLvl,7,7,2016,2016,MetalSd,BrkTil,1379.0,Gd,Y,960,0,1725,2,0,3,1,Gd,1,Attchd,2,589.0,81,23,17,0,0,5,2012,WD,Family,Norm,709057
RL,75.53404035209769,4087,SawyerW,Twnhs,1Story,2,7,1952,2002,BrkFace,CBlock,1007.0,Gd,Y,894,1600,1545,1,1,3,1,Ex,0,Attchd,1,217.0,4,16,15,450,0,8,2019,New,Normal,Norm,530866
RM,102.83860351707395,12458,CollgCr,2fmCon,2Story,2,8,2009,2009,MetalSd,PConc,911.0,Gd,Y,1564,1000,1631,2,1,4,1,Ex,1,Detchd,2,348.0,260,3,5,0,0,11,2021,WD,Abnorml,Norm,420589
RL,60.51830436106063,2703,NWAmes,1Fam,1.5Fin,5,6,2000,2000,BrkFace,CBlock,960.0,TA,Y,1075,450,1811,1,0,3,1,Gd,0,None,3,770.0,235,49,29,0,0,7,2007,WD,Normal,Norm,494211
FV,,8712,Gilbert,1Fam,1Story,6,1,1941,1981,Wd Sdng,PConc,1068.0,TA,Y,1481,1150,1176,1,1,5,1,Gd,1,None,1,201.0,2,4,4,0,0,9,2014,WD,Partial,Norm,557622
RL,85.12973429843278,11148,Sawyer,1Fam,2Story,1,9,2017,2021,CemntBd,CBlock,1480.0,TA,Y,940,1200,1851,1,0,3,1,Gd,0,None,2,462.0,96,2,2,400,0,11,2013,WD,Family,Norm,609727
RL,28.645541364669505,12162,Somerst,1Fam,2Story,7,9,1996,2021,CemntBd,PConc,1126.0,Ex,Y,1173,1650,950,1,0,3,1,Gd,0,Attchd,2,391.0,94,113,10,0,0,8,2019,WD,Normal,Norm,680842
RL,59.55779035711625,9933,Mitchel,TwnhsE,2Story,6,7,1915,1952,Plywood,PConc,1217.0,Gd,Y,1083,0,1631,2,1,3,1,Gd,1,None,1,271.0,11,18,2,0,0,6,2009,WD,Normal,Norm,646436
RL,77.29031318545701,9036,NoRidge,1Fam,1Story,1,9,1911,2002,BrkFace,Slab,1350.0,Gd,Y,590,750,1571,1,1,3,1,TA,2,Attchd,1,196.0,92,8,51,0,0,8,2014,COD,Normal,Norm,580150
RM,20.0,13878,Gilbert,Twnhs,1Story,1,2,1915,1986,Plywood,BrkTil,649.0,Ex,Y,1528,350,1253,2,0,4,1,Ex,3,Attchd,2,551.0,21,76,18,0,500,5,2021,COD,Normal,Feedr,399206
RL,,11640,NWAmes,1Fam,1Story,5,9,1991,1991,Plywood,CBlock,1226.0,TA,Y,1059,1050,1490,1,0,2,1,Gd,0,Detchd,2,356.0,58,5,5,0,0,9,2014,WD,Normal,Norm,467325
RL,92.01715946762579,7911,Somerst,TwnhsE,2Story,8,2,1917,1996,HdBoard,CBlock,911.0,Gd,Y,1323,900,1250,2,0,4,1,Ex,2,Detchd,2,416.0,1,39,5,0,0,1,2020,WD,Normal,Feedr,556895
RL,,10650,Veenker,1Fam,1Story,9,6,1935,1951,MetalSd,Slab,245.0,Ex,Y,874,850,1071,3,1,2,1,Gd,1,Detchd,2,551.0,85,32,27,0,0,1,2017,WD,Normal,Norm,558259
RM,77.486364547402,12032,Gilbert,1Fam,2Story,5,5,1953,1973,VinylSd,PConc,361.0,TA,Y,1050,1750,1358,2,1,3,1,Gd,2,Detchd,2,453.0,145,92,5,0,0,6,2016,WD,AdjLand,Feedr,465367
RM,87.64395279886355,17372,OldTown,1Fam,2Story,3,8,1916,2001,CemntBd,CBlock,,Gd,Y,839,950,1058,2,1,2,1,Gd,0,BuiltIn,3,932.0,47,11,11,0,0,2,2010,WD,Abnorml,Norm,620163
FV,74.30208468842928,13645,MeadowV,1Fam,1Story,10,5,1940,2010,Plywood,PConc,1159.0,TA,Y,1470,750,1629,2,1,4,1,Gd,0,Attchd,3,627.0,16,8,30,0,0,9,2023,COD,Normal,PosN,719881
RH,81.10789814884629,15358,MeadowV,1Fam,1Story,5,6,1984,1984,Plywood,BrkTil,1034.0,Ex,Y,1193,0,1039,2,0,3,1,TA,0,Attchd,3,690.0,7,3,10,350,0,3,2010,New,Normal,Norm,588772
RM,63.68692582318772,8057,OldTown,TwnhsE,1Story,4,3,2020,2020,Plywood,PConc,1055.0,Ex,Y,1210,550,1784,3,0,5,1,Gd,1,Detchd,1,296.0,7,3,11,0,0,6,2022,WD,Partial,PosA,639472
RL,72.31625365844185,8403,Sawyer,1Fam,SFoyer,5,5,1958,2012,HdBoard,CBlock,1585.0,Ex,Y,1507,1600,1027,2,1,3,1,Gd,0,Attchd,3,478.0,53,16,5,600,0,3,2023,WD,Normal,Norm,548158
FV,57.352592271683555,9558,Crawfor,1Fam,1Story,1,4,1992,1992,BrkFace,PConc,619.0,Gd,Y,1446,800,1273,1,0,2,2,Ex,0,Attchd,2,308.0,222,60,13,0,1000,12,2015,WD,Family,Norm,453505
RL,95.26966688364627,9925,IDOTRR,1Fam,2Story,4,9,1965,1965,Wd Sdng,CBlock,991.0,TA,Y,1329,1600,1250,2,0,4,1,Fa,1,Attchd,2,376.0,165,88,13,0,0,11,2021,WD,Normal,Norm,574333
RM,100.43118819004404,6467,IDOTRR,1Fam,2Story,6,5,1957,1998,Plywood,BrkTil,1091.0,TA,Y,673,950,2030,1,0,3,1,TA,2,BuiltIn,2,505.0,139,1,59,0,0,1,2018,WD,Normal,Norm,719695
C (all),97.59825601394147,15563,Mitchel,1Fam,1Story,10,2,1964,1964,VinylSd,PConc,779.0,Ex,Y,891,1000,1632,2,1,4,1,Gd,1,CarPort,3,466.0,117,46,22,0,4000,5,2019,Con,Normal,Norm,800000
RL,61.83782476644275,14033,NoRidge,1Fam,SLvl,8,1,2018,2018,Plywood,Slab,1008.0,Gd,Y,798,800,1415,1,0,3,1,TA,1,Detchd,2,487.0,24,19,19,650,0,12,2007,Oth,Normal,Norm,581157
RL,50.92451921269825,9277,OldTown,TwnhsE,2Story,8,8,1907,1978,MetalSd,PConc,520.0,Gd,Y,1318,1000,1699,1,0,4,1,Fa,0,Detchd,2,482.0,12,1,1,300,0,6,2008,Con,Normal,Norm,706097
RL,95.53947321500326,13066,IDOTRR,1Fam,2Story,6,6,1963,2006,BrkFace,CBlock,1422.0,TA,Y,1151,0,657,2,1,2,1,Gd,2,BuiltIn,2,601.0,0,27,18,0,0,11,2007,WD,Normal,Norm,633838
C (all),,11391,NridgHt,TwnhsE,1Story,2,4,1906,2004,CemntBd,CBlock,795.0,Gd,Y,682,0,1482,2,0,5,2,Gd,0,Attchd,2,523.0,91,1,3,0,0,2,2006,WD,Normal,Norm,546955
RL,76.57168683047286,13379,Veenker,1Fam,1Story,4,3,2008,2008,BrkFace,PConc,1609.0,TA,Y,1043,850,2299,2,0,2,2,Gd,0,Detchd,2,469.0,168,49,15,0,0,6,2021,WD,Normal,Norm,518101
FV,57.327358301097085,5122,NAmes,1Fam,1Story,10,3,1974,2021,MetalSd,CBlock,990.0,TA,Y,651,1050,1552,2,1,4,1,TA,1,Detchd,1,274.0,212,2,0,0,0,11,2009,Con,Normal,Norm,614057
RL,78.5132762527353,9917,MeadowV,1Fam,2Story,1,6,1905,2008,Plywood,CBlock,1308.0,TA,Y,1084,1000,1527,2,2,3,1,Ex,0,None,2,483.0,198,21,1,0,0,3,2006,WD,Normal,Norm,513074
RL,48.294438806761306,10267,NoRidge,1Fam,SLvl,9,5,1977,2015,Plywood,CBlock,984.0,Gd,N,603,800,1719,2,0,4,1,Gd,1,Attchd,2,403.0,90,28,32,0,0,1,2022,WD,Normal,Feedr,689862
RL,82.68124712158064,12994,BrkSide,1Fam,2Story,7,5,1954,1956,HdBoard,CBlock,990.0,Ex,Y,1258,550,1858,3,0,4,1,Gd,1,None,2,348.0,55,27,9,0,0,9,2011,WD,Normal,Norm,702347
FV,97.57773399212421,7986,Timber,1Fam,1Story,3,6,1905,1985,MetalSd,PConc,824.0,Ex,Y,1213,1250,701,2,0,4,1,TA,0,Detchd,2,394.0,10,13,11,0,0,1,2020,New,Family,Feedr,426905
RL,102.62091087815904,1300,NWAmes,1Fam,1Story,8,9,2021,2021,Plywood,PConc,1035.0,TA,Y,1672,1100,827,1,0,3,1,Gd,0,Attchd,2,436.0,140,63,29,550,0,4,2023,WD,Normal,Norm,477998
RH,84.17048108219632,6173,Veenker,TwnhsE,1Story,9,2,1946,2010,HdBoard,PConc,1095.0,TA,Y,1354,0,1584,2,1,3,1,Gd,0,Attchd,2,454.0,132,130,25,0,0,10,2015,New,Normal,Norm,548218
RM,42.35956900757756,10255,StoneBr,Twnhs,1Story,1,6,1902,1983,MetalSd,Slab,764.0,Gd,N,973,800,1214,2,1,4,1,TA,0,Attchd,2,269.0,223,1,16,0,0,11,2022,WD,Family,Feedr,348121
RH,73.94660261892044,10755,Veenker,1Fam,1Story,2,7,1975,1975,CemntBd,PConc,962.0,Gd,Y,1345,1250,2024,2,0,3,1,Gd,2,Detchd,1,211.0,157,2,7,0,0,2,2023,WD,Abnorml,Norm,436483
RL,112.79363488115426,17234,Veenker,1Fam,SFoyer,7,5,1946,1970,CemntBd,PConc,816.0,Ex,Y,680,1400,1373,1,1,3,1,Gd,1,Attchd,2,442.0,108,1,14,0,0,6,2008,COD,Normal,Norm,521838
